e,E,s,t,p,q,T,m,M
trade,1752424103269,BTCUSDT,5081837630,118826.87000000,0.00082000,1752424103268,True,True
trade,1752424103911,BTCUSDT,5081837631,118826.88000000,0.00841000,1752424103910,False,True
trade,1752424104046,BTCUSDT,5081837632,118826.87000000,0.00063000,1752424104045,True,True
trade,1752424104051,BTCUSDT,5081837633,118826.87000000,0.00253000,1752424104050,True,True
trade,1752424104584,BTCUSDT,5081837634,118826.88000000,0.00059000,1752424104583,False,True
trade,1752424104938,BTCUSDT,5081837635,118826.88000000,0.00042000,1752424104938,False,True
trade,1752424105094,BTCUSDT,5081837636,118826.87000000,0.00011000,1752424105093,True,True
trade,1752424105433,BTCUSDT,5081837637,118826.87000000,0.00082000,1752424105432,True,True
trade,1752424105502,BTCUSDT,5081837638,118826.88000000,0.00010000,1752424105501,False,True
trade,1752424105817,BTCUSDT,5081837639,118826.88000000,0.00008000,1752424105817,False,True
trade,1752424107566,BTCUSDT,5081837640,118826.88000000,0.02744000,1752424107565,False,True
trade,1752424107578,BTCUSDT,5081837641,118826.87000000,0.00082000,1752424107578,True,True
trade,1752424108263,BTCUSDT,5081837642,118826.88000000,0.00059000,1752424108263,False,True
trade,1752424108514,BTCUSDT,5081837643,118826.88000000,0.00008000,1752424108513,False,True
trade,1752424108693,BTCUSDT,5081837644,118826.88000000,0.00085000,1752424108693,False,True
trade,1752424108759,BTCUSDT,5081837645,118826.88000000,0.05000000,1752424108759,False,True
trade,1752424109194,BTCUSDT,5081837646,118826.88000000,0.00018000,1752424109194,False,True
trade,1752424109725,BTCUSDT,5081837647,118826.87000000,0.00082000,1752424109725,True,True
trade,1752424111844,BTCUSDT,5081837648,118826.88000000,0.00842000,1752424111843,False,True
trade,1752424111872,BTCUSDT,5081837649,118826.87000000,0.00082000,1752424111872,True,True
trade,1752424112116,BTCUSDT,5081837650,118826.88000000,0.00337000,1752424112116,False,True
trade,1752424112695,BTCUSDT,5081837651,118826.88000000,0.00924000,1752424112694,False,True
trade,1752424112871,BTCUSDT,5081837652,118826.87000000,0.00015000,1752424112870,True,True
trade,1752424113773,BTCUSDT,5081837653,118826.88000000,0.00052000,1752424113772,False,True
trade,1752424113887,BTCUSDT,5081837654,118826.88000000,0.00029000,1752424113886,False,True
trade,1752424114018,BTCUSDT,5081837655,118826.87000000,0.00082000,1752424114017,True,True
trade,1752424114718,BTCUSDT,5081837656,118826.87000000,0.00824000,1752424114717,True,True
trade,1752424115216,BTCUSDT,5081837657,118826.87000000,0.00024000,1752424115216,True,True
trade,1752424115482,BTCUSDT,5081837658,118826.87000000,0.00084000,1752424115481,True,True
trade,1752424115482,BTCUSDT,5081837659,118826.87000000,0.00252000,1752424115482,True,True
trade,1752424116163,BTCUSDT,5081837660,118826.87000000,0.00082000,1752424116162,True,True
trade,1752424116844,BTCUSDT,5081837661,118826.88000000,0.08415000,1752424116844,False,True
trade,1752424117344,BTCUSDT,5081837662,118826.87000000,0.00116000,1752424117344,True,True
trade,1752424117345,BTCUSDT,5081837663,118826.87000000,0.00084000,1752424117344,True,True
trade,1752424118240,BTCUSDT,5081837664,118826.87000000,0.00025000,1752424118239,True,True
trade,1752424118307,BTCUSDT,5081837665,118826.87000000,0.00082000,1752424118307,True,True
trade,1752424118421,BTCUSDT,5081837666,118826.88000000,0.00084000,1752424118420,False,True
trade,1752424118526,BTCUSDT,5081837667,118826.88000000,0.00084000,1752424118525,False,True
trade,1752424118736,BTCUSDT,5081837668,118826.88000000,0.00016000,1752424118735,False,True
trade,1752424118893,BTCUSDT,5081837669,118826.87000000,0.01968000,1752424118892,True,True
trade,1752424119981,BTCUSDT,5081837670,118826.87000000,0.00478000,1752424119980,True,True
trade,1752424120452,BTCUSDT,5081837671,118826.87000000,0.00082000,1752424120451,True,True
trade,1752424121108,BTCUSDT,5081837672,118826.87000000,0.00031000,1752424121107,True,True
trade,1752424121112,BTCUSDT,5081837673,118826.88000000,0.00005000,1752424121112,False,True
trade,1752424122091,BTCUSDT,5081837674,118826.88000000,0.05700000,1752424122090,False,True
trade,1752424122093,BTCUSDT,5081837675,118826.88000000,0.00900000,1752424122091,False,True
trade,1752424122093,BTCUSDT,5081837676,118826.88000000,0.13315000,1752424122091,False,True
trade,1752424122093,BTCUSDT,5081837677,118826.88000000,0.00855000,1752424122091,False,True
trade,1752424122093,BTCUSDT,5081837678,118826.88000000,0.09568000,1752424122092,False,True
trade,1752424122093,BTCUSDT,5081837679,118826.88000000,0.00380000,1752424122092,False,True
trade,1752424122094,BTCUSDT,5081837680,118826.88000000,0.04842000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837681,118826.88000000,0.06081000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837682,118826.88000000,0.01884000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837683,118826.88000000,0.00628000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837684,118826.88000000,0.00272000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837685,118826.88000000,0.04576000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837686,118826.88000000,0.08967000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837687,118826.88000000,0.05846000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837688,118826.88000000,0.44154000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837689,118826.88000000,0.21426000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837690,118826.88000000,0.26203000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837691,118826.88000000,0.00202000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837692,118826.88000000,0.00017000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837693,118826.88000000,0.00005000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837694,118826.88000000,0.00005000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837695,118826.88000000,0.02898000,1752424122092,False,True
trade,1752424122095,BTCUSDT,5081837696,118826.88000000,0.05371000,1752424122092,False,True
trade,1752424122096,BTCUSDT,5081837697,118826.88000000,0.03664000,1752424122092,False,True
trade,1752424122096,BTCUSDT,5081837698,118826.88000000,0.02484000,1752424122092,False,True
trade,1752424122096,BTCUSDT,5081837699,118826.88000000,0.03305000,1752424122092,False,True
trade,1752424122096,BTCUSDT,5081837700,118826.88000000,0.00100000,1752424122093,False,True
trade,1752424122099,BTCUSDT,5081837701,118826.88000000,0.07071000,1752424122094,False,True
trade,1752424122100,BTCUSDT,5081837702,118826.88000000,0.05307000,1752424122095,False,True
trade,1752424122107,BTCUSDT,5081837703,118826.88000000,0.00010000,1752424122099,False,True
trade,1752424122110,BTCUSDT,5081837704,118826.88000000,0.05036000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837705,118826.88000000,0.00174000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837706,118826.88000000,0.01308000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837707,118826.88000000,0.00049000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837708,118826.88000000,0.00089000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837709,118826.88000000,0.00625000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837710,118826.88000000,0.00089000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837711,118826.88000000,0.00173000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837712,118826.88000000,0.00088000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837713,118826.88000000,0.00091000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837714,118826.88000000,0.00175000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837715,118826.88000000,0.01178000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837716,118826.88000000,0.01178000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837717,118826.88000000,0.04120000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837718,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837719,118826.88000000,0.02000000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837720,118826.88000000,0.00402000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837721,118826.88000000,0.01600000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837722,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837723,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837724,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837725,118826.88000000,0.00067000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837726,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837727,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837728,118826.88000000,0.01600000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837729,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837730,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837731,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837732,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837733,118826.88000000,0.00161000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837734,118826.88000000,0.00010000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837735,118826.88000000,0.01600000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837736,118826.88000000,0.00007000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837737,118826.88000000,0.00016000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837738,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837739,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837740,118826.88000000,0.00010000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837741,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837742,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837743,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837744,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837745,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837746,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837747,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837748,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837749,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837750,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837751,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837752,118826.88000000,0.00010000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837753,118826.88000000,0.00010000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837754,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837755,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837756,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837757,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837758,118826.88000000,0.00005000,1752424122100,False,True
trade,1752424122110,BTCUSDT,5081837759,118826.89000000,0.01000000,1752424122100,False,True
trade,1752424122111,BTCUSDT,5081837760,118826.89000000,0.02631000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837761,118826.92000000,0.00021000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837762,118826.99000000,0.00010000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837763,118827.02000000,0.00005000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837764,118827.02000000,0.00155000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837765,118827.02000000,0.00010000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837766,118827.02000000,0.00005000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837767,118827.02000000,0.00005000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837768,118827.02000000,0.00005000,1752424122101,False,True
trade,1752424122111,BTCUSDT,5081837769,118827.02000000,0.00005000,1752424122101,False,True
trade,1752424122134,BTCUSDT,5081837770,118827.96000000,0.00042000,1752424122116,False,True
trade,1752424122134,BTCUSDT,5081837771,118827.96000000,0.00005000,1752424122116,False,True
trade,1752424122134,BTCUSDT,5081837772,118827.96000000,0.00010000,1752424122116,False,True
trade,1752424122134,BTCUSDT,5081837773,118827.96000000,0.00010000,1752424122116,False,True
trade,1752424122134,BTCUSDT,5081837774,118827.96000000,0.00010000,1752424122116,False,True
trade,1752424122134,BTCUSDT,5081837775,118827.96000000,0.00005000,1752424122116,False,True
trade,1752424122134,BTCUSDT,5081837776,118827.96000000,0.00005000,1752424122116,False,True
trade,1752424122134,BTCUSDT,5081837777,118827.97000000,0.00010000,1752424122116,False,True
trade,1752424122146,BTCUSDT,5081837778,118828.24000000,0.04052000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837779,118828.24000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837780,118828.24000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837781,118828.24000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837782,118828.24000000,0.00010000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837783,118828.24000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837784,118828.24000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837785,118828.65000000,0.00063000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837786,118828.79000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837787,118828.79000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837788,118828.79000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837789,118828.83000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837790,118828.83000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837791,118828.83000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837792,118828.83000000,0.00010000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837793,118828.83000000,0.00005000,1752424122127,False,True
trade,1752424122146,BTCUSDT,5081837794,118828.83000000,0.00005000,1752424122127,False,True
trade,1752424122183,BTCUSDT,5081837795,118829.62000000,0.00005000,1752424122171,False,True
trade,1752424122183,BTCUSDT,5081837796,118829.62000000,0.00005000,1752424122171,False,True
trade,1752424122187,BTCUSDT,5081837797,118829.62000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837798,118829.62000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837799,118829.62000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837800,118829.62000000,0.00050000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837801,118829.62000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837802,118829.62000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837803,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837804,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837805,118829.72000000,0.00526000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837806,118829.72000000,0.00078000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837807,118829.72000000,0.00252000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837808,118829.72000000,0.00050000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837809,118829.72000000,0.00025000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837810,118829.72000000,0.00025000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837811,118829.72000000,0.00095000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837812,118829.72000000,0.00095000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837813,118829.72000000,0.00410000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837814,118829.72000000,0.00098000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837815,118829.72000000,0.00020000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837816,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837817,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837818,118829.72000000,0.00010000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837819,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837820,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837821,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837822,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837823,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837824,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837825,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837826,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837827,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837828,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837829,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837830,118829.72000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837831,118829.90000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837832,118829.90000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837833,118829.90000000,0.00005000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837834,118829.94000000,0.00063000,1752424122176,False,True
trade,1752424122187,BTCUSDT,5081837835,118830.04000000,0.00455000,1752424122176,False,True
trade,1752424122188,BTCUSDT,5081837836,118830.13000000,0.00005000,1752424122178,False,True
trade,1752424122188,BTCUSDT,5081837837,118830.72000000,0.00005000,1752424122178,False,True
trade,1752424122230,BTCUSDT,5081837838,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837839,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837840,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837841,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837842,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837843,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837844,118830.72000000,0.00026000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837845,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837846,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837847,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837848,118830.72000000,0.00010000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837849,118830.72000000,0.00010000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837850,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837851,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837852,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837853,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837854,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837855,118830.72000000,0.00010000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837856,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837857,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837858,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837859,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837860,118830.72000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837861,118831.39000000,0.00063000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837862,118832.25000000,0.00063000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837863,118832.51000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837864,118832.55000000,0.00063000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837865,118836.30000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837866,118836.30000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837867,118836.30000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837868,118836.30000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837869,118837.20000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837870,118838.04000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837871,118838.04000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837872,118838.04000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837873,118838.62000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837874,118838.62000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837875,118838.62000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837876,118838.63000000,0.00085000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837877,118838.63000000,0.00010000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837878,118838.64000000,0.00014000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837879,118838.64000000,0.00075000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837880,118838.64000000,0.00063000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837881,118838.64000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837882,118838.64000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837883,118838.64000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837884,118838.64000000,0.00010000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837885,118838.64000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837886,118838.64000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837887,118838.64000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837888,118838.84000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837889,118838.84000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837890,118838.84000000,0.00005000,1752424122225,False,True
trade,1752424122230,BTCUSDT,5081837891,118838.91000000,0.00379000,1752424122225,False,True
trade,1752424122247,BTCUSDT,5081837892,118838.97000000,0.08412000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837893,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837894,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837895,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837896,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837897,118838.97000000,0.00010000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837898,118838.97000000,0.00010000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837899,118838.97000000,0.00010000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837900,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837901,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837902,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837903,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837904,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837905,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837906,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837907,118838.97000000,0.00010000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837908,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837909,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837910,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837911,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837912,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837913,118838.97000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837914,118838.98000000,0.00010000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837915,118839.35000000,0.00010000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837916,118839.62000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837917,118840.00000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837918,118840.65000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837919,118840.84000000,0.00038000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837920,118840.84000000,0.00031000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837921,118840.84000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837922,118840.85000000,0.00259000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837923,118840.85000000,0.00010000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837924,118841.58000000,0.00005000,1752424122243,False,True
trade,1752424122247,BTCUSDT,5081837925,118842.00000000,0.00005000,1752424122243,False,True
trade,1752424122595,BTCUSDT,5081837926,118843.99000000,0.00082000,1752424122594,True,True
trade,1752424122660,BTCUSDT,5081837927,118844.00000000,0.00005000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837928,118844.00000000,0.00005000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837929,118844.00000000,0.00325000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837930,118844.00000000,0.00049000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837931,118844.00000000,0.00050000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837932,118844.00000000,0.00010000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837933,118844.00000000,0.00010000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837934,118844.00000000,0.00010000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837935,118844.00000000,0.00010000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837936,118844.00000000,0.00030000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837937,118844.00000000,0.00019000,1752424122659,False,True
trade,1752424122660,BTCUSDT,5081837938,118844.00000000,0.00981000,1752424122659,False,True
trade,1752424122683,BTCUSDT,5081837939,118844.00000000,0.00252000,1752424122682,False,True
